,id,value
1335,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total population)
1336,SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)"
1337,SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)"
1338,SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)"
1339,SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)"
1340,SP.POP.3034.FE.5Y,"Population ages 30-34, female (% of female population)"
1341,SP.POP.3034.MA.5Y,"Population ages 30-34, male (% of male population)"
1342,SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)"
1343,SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)"
1344,SP.POP.4044.FE.5Y,"Population ages 40-44, female (% of female population)"
1345,SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)"
1346,SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)"
1347,SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)"
1348,SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)"
1349,SP.POP.5054.MA.5Y,"Population ages 50-54, male (% of male population)"
1350,SP.POP.5559.FE.5Y,"Population ages 55-59, female (% of female population)"
1351,SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)"
1352,SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)"
1353,SP.POP.6064.MA.5Y,"Population ages 60-64, male (% of male population)"
1354,SP.POP.6569.FE.5Y,"Population ages 65-69, female (% of female population)"
1355,SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)"
1356,SP.POP.65UP.FE.IN,"Population ages 65 and above, female"
1357,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)"
1358,SP.POP.65UP.MA.IN,"Population ages 65 and above, male"
1359,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)"
1360,SP.POP.65UP.TO,"Population ages 65 and above, total"
1361,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population)
1362,SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)"
1363,SP.POP.7074.MA.5Y,"Population ages 70-74, male (% of male population)"
1364,SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)"
1365,SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)"
1366,SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)"
1367,SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)"
1368,SP.POP.BRTH.MF,Sex ratio at birth (male births per female births)
1369,SP.POP.DPND,Age dependency ratio (% of working-age population)
1370,SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)"
1371,SP.POP.DPND.YG,"Age dependency ratio, young (% of working-age population)"
1372,SP.POP.GROW,Population growth (annual %)
1373,SP.POP.SCIE.RD.P6,Researchers in R&D (per million people)
1374,SP.POP.TECH.RD.P6,Technicians in R&D (per million people)
1375,SP.POP.TOTL,"Population, total"
1376,SP.POP.TOTL.FE.IN,"Population, female"
1377,SP.POP.TOTL.FE.ZS,"Population, female (% of total population)"
1378,SP.POP.TOTL.MA.IN,"Population, male"
1379,SP.POP.TOTL.MA.ZS,"Population, male (% of total population)"
1380,SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)"
1381,SP.REG.BRTH.MA.ZS,"Completeness of birth registration, male (%)"
1382,SP.REG.BRTH.RU.ZS,"Completeness of birth registration, rural (%)"
1383,SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)"
1384,SP.REG.BRTH.ZS,Completeness of birth registration (%)
1385,SP.REG.DTHS.ZS,Completeness of death registration with cause-of-death information (%)
1386,SP.RUR.TOTL,Rural population
1387,SP.RUR.TOTL.ZG,Rural population growth (annual %)
1388,SP.RUR.TOTL.ZS,Rural population (% of total population)
1389,SP.URB.GROW,Urban population growth (annual %)
1390,SP.URB.TOTL,Urban population
1391,SP.URB.TOTL.IN.ZS,Urban population (% of total population)
1392,SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49)
1393,ST.INT.ARVL,"International tourism, number of arrivals"
1394,ST.INT.DPRT,"International tourism, number of departures"
1395,ST.INT.RCPT.CD,"International tourism, receipts (current US$)"
1396,ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)"
1397,ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)"
1398,ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)"
1399,ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)"
1400,ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)"
1401,ST.INT.XPND.CD,"International tourism, expenditures (current US$)"
1402,ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)"
1403,TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP)
1404,TM.QTY.MRCH.XD.WD,Import volume index (2015 = 100)
1405,TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)"
1406,TM.TAX.MANF.BR.ZS,"Bound rate, simple mean, manufactured products (%)"
1407,TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)"
1408,TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)"
1409,TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)"
1410,TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)"
1411,TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)"
1412,TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean, all products (%)"
1413,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)"
1414,TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)"
1415,TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)"
1416,TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)"
1417,TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)"
1418,TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)"
1419,TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)"
1420,TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)"
1421,TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)"
1422,TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)"
1423,TM.UVI.MRCH.XD.WD,Import unit value index (2015 = 100)
1424,TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports)
1425,TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports)
1426,TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports)
1427,TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports)
1428,TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports)
1429,TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports)
1430,TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports)
1431,TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports)
1432,TM.VAL.MRCH.CD.WT,Merchandise imports (current US$)
1433,TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports)
1434,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)
1435,TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)
1436,TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)
1437,TM.VAL.MRCH.R3.ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)
1438,TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)
1439,TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)
1440,TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)
1441,TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"
1442,TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$)
1443,TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)
1444,TM.VAL.MRCH.XD.WD,Import value index (2015 = 100)
1445,TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)"
1446,TM.VAL.SERV.CD.WT,Commercial service imports (current US$)
1447,TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports)
1448,TM.VAL.TRVL.ZS.WT,Travel services (% of commercial service imports)
1449,TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100)
1450,TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports)
1451,TX.QTY.MRCH.XD.WD,Export volume index (2015 = 100)
1452,TX.UVI.MRCH.XD.WD,Export unit value index (2015 = 100)
1453,TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports)
1454,TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports)
1455,TX.VAL.FUEL.ZS.UN,Fuel exports (% of merchandise exports)
1456,TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports)
1457,TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports)
1458,TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports)
1459,TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports)
1460,TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports)
1461,TX.VAL.MRCH.CD.WT,Merchandise exports (current US$)
1462,TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports)
1463,TX.VAL.MRCH.OR.ZS,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)
1464,TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)
1465,TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)
1466,TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)
1467,TX.VAL.MRCH.R4.ZS,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)
1468,TX.VAL.MRCH.R5.ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)
1469,TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)
1470,TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"
1471,TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$)
1472,TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)
1473,TX.VAL.MRCH.XD.WD,Export value index (2015 = 100)
1474,TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)"
1475,TX.VAL.SERV.CD.WT,Commercial service exports (current US$)
1476,TX.VAL.TECH.CD,High-technology exports (current US$)
1477,TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports)
1478,TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports)
1479,TX.VAL.TRVL.ZS.WT,Travel services (% of commercial service exports)
1480,VC.BTL.DETH,Battle-related deaths (number of people)
1481,VC.IDP.NWCV,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)"
1482,VC.IDP.NWDS,"Internally displaced persons, new displacement associated with disasters (number of cases)"
1483,VC.IHR.PSRC.FE.P5,"Intentional homicides, female (per 100,000 female)"
1484,VC.IHR.PSRC.MA.P5,"Intentional homicides, male (per 100,000 male)"
1485,VC.IHR.PSRC.P5,"Intentional homicides (per 100,000 people)"
